data_type,setting_data,created_date,updated_date,created_by,page_setting_id,section
text,welcome sample 30 Nov Data,2023-12-06 13:25:18,2023-12-06 13:25:18," ",4698,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:18,2023-12-06 13:25:18," ",4699,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:18,2023-12-06 13:25:18," ",4700,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:18,2023-12-06 13:25:18," ",4701,left pannel
data_type,setting_data,2023-12-06 13:25:18,2023-12-06 13:25:18," ",4702,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:18,2023-12-06 13:25:18," ",4703,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:18,2023-12-06 13:25:18," ",4704,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:18,2023-12-06 13:25:18," ",4705,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:18,2023-12-06 13:25:18," ",4706,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:18,2023-12-06 13:25:18," ",4707,left pannel
data_type,setting_data,2023-12-06 13:25:18,2023-12-06 13:25:18," ",4708,section
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:18,2023-12-06 13:25:18," ",4709,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:18,2023-12-06 13:25:18," ",4710,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4711,left pannel
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4712,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4713,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4714,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4715,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4716,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4717,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4718,left pannel
logo,uploads/Home/files/logo/1701766282766341722.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4719,footer email symbol logo
logo,uploads/Home/files/logo/1701766269025024929.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4720,footer email symbol logo
logo,uploads/Home/files/logo/1701763423131661892.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4721,header top logo
,,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4722,
text,welcome to website,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4723,left pannel header
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4724,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4725,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4726,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4727,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4728,left pannel
data_type,setting_data,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4729,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4730,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:30,2023-12-06 13:25:30," ",5212,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4732,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4733,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4734,left pannel
data_type,setting_data,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4735,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4736,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4737,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4738,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4739,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4740,left pannel
data_type,setting_data,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4741,section
,,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4742,
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4743,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4744,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4745,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4746,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4747,left pannel
data_type,setting_data,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4748,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4749,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4750,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4751,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4752,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4753,left pannel
data_type,setting_data,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4754,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4755,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4756,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4757,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4758,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4759,left pannel
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4760,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4761,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:19,2023-12-06 13:25:19," ",4762,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4763,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4764,left pannel
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4765,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4766,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4767,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4768,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4769,left pannel
data_type,setting_data,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4770,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4771,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4772,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4773,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4774,left pannel middel container
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4775,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4776,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4777,left pannel
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4778,left pannel
data_type,setting_data,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4779,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4780,sample 30 Nov Data
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4781,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4782,sample 30 Nov Data
data_type,setting_data,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4937,section
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4784,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4785,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4786,left pannel
data_type,setting_data,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4787,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4788,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4789,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4790,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4791,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4792,left pannel
data_type,setting_data,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4793,section
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4794,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4795,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4796,left pannel
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4797,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4798,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4799,imported section from xlsx
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4800,imported section from xlsx
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4801,imported section from xlsx
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4802,imported section from xlsx
text,welcome sample 30 Nov Data,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4803,imported section from xlsx
text,welcome sample 30 Nov Data,2023-12-06 13:25:20,2023-12-06 13:25:20," ",4804,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4805,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4806,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4807,left pannel
data_type,setting_data,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4808,section
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4809,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4810,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4811,left pannel
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4812,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4813,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4814,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4815,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4816,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4817,left pannel
data_type,setting_data,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4818,section
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4819,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4820,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4821,left pannel
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4822,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4823,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4824,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4825,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4826,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4827,left pannel
data_type,setting_data,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4828,section
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4829,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4830,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4831,left pannel
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4832,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4833,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4834,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4835,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4836,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4837,left pannel
data_type,setting_data,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4838,section
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4839,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4840,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4841,left pannel
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4842,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4843,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4844,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4845,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4846,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4847,left pannel
data_type,setting_data,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4848,section
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4849,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4850,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:21,2023-12-06 13:25:21," ",4851,left pannel
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4852,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4853,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4854,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4855,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4856,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4857,left pannel
data_type,setting_data,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4858,section
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4859,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4860,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4861,left pannel
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4862,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4863,sample 30 Nov Data
created_by,page_setting_id,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4864,updated_date
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4865,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4866,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4867,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4868,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4869,left pannel
logo,uploads/Home/files/logo/1701766282766341722.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4870,footer email symbol logo
logo,uploads/Home/files/logo/1701766269025024929.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4871,footer email symbol logo
logo,uploads/Home/files/logo/1701763423131661892.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4872,header top logo
,,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4873,
,,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4874,
text,welcome to website,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4875,left pannel header
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4876,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4877,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4878,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4879,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4880,left pannel
data_type,setting_data,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4881,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4882,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4883,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4884,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4885,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4886,left pannel
data_type,setting_data,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4887,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4888,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4889,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4890,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4891,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4892,left pannel
data_type,setting_data,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4893,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4894,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4895,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4896,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4897,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4898,left pannel
data_type,setting_data,2023-12-06 13:25:22,2023-12-06 13:25:22," ",4899,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4900,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4901,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4902,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4903,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4904,left pannel
data_type,setting_data,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4905,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4906,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4907,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4908,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4909,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4910,left pannel
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4911,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4912,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4913,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4914,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4915,left pannel
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4916,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4917,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4918,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4919,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4920,left pannel
data_type,setting_data,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4921,section
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4922,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4923,sample 30 Nov Data
logo,uploads/Home/files/logo/1701150370301558988.jpg,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4924,left pannel middel container
logo,uploads/Home/files/logo/1701150314464851586.jpg,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4925,left pannel middel container
html,<div><p>Welcome to The Website</p></div>,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4926,left pannel
logo,uploads/Home/files/logo/1701327999224112928.jpg,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4927,sample 30 Nov Data
text,welcome sample 30 Nov Data,2023-12-06 13:25:23,2023-12-06 13:25:23," ",4928,sample 30 Nov Data
